id;pesid;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;sem_estado_fisico
665004;1500106;Condutor;Ileso;37;Masculino;1;0;0;0;0
665004;1500107;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665004;1500108;Passageiro;Lesões Leves;31;Feminino;0;1;0;0;0
665004;1500109;Passageiro;Lesões Leves;4;Feminino;0;1;0;0;0
665005;1500071;Condutor;Ileso;44;Masculino;1;0;0;0;0
665005;1500073;Condutor;Ileso;59;Feminino;1;0;0;0;0
665005;1500077;Condutor;Ileso;59;Masculino;1;0;0;0;0
665005;1500078;Passageiro;Lesões Leves;50;Feminino;0;1;0;0;0
665006;1500066;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
665007;1500084;Condutor;Ileso;34;Masculino;1;0;0;0;0
665007;1500085;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665008;1500172;Condutor;Lesões Leves;19;Masculino;0;1;0;0;0
665008;1500248;Condutor;Lesões Leves;21;Masculino;0;1;0;0;0
665009;1500225;Condutor;Lesões Leves;46;Masculino;0;1;0;0;0
665010;1500149;Condutor;Lesões Graves;33;Masculino;0;0;1;0;0
665010;1500157;Condutor;Ileso;31;Masculino;1;0;0;0;0
665011;1500131;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
665013;1501851;Condutor;Ileso;34;Masculino;1;0;0;0;0
665013;1501852;Condutor;Lesões Leves;40;Feminino;0;1;0;0;0
665013;1501853;Passageiro;Lesões Graves;65;Feminino;0;0;1;0;0
665013;1501857;Passageiro;Lesões Leves;45;Masculino;0;1;0;0;0
665013;1501859;Passageiro;Lesões Leves;67;Feminino;0;1;0;0;0
665014;1500100;Condutor;;;;0;0;0;0;1
665014;1500101;Condutor;Lesões Graves;53;Masculino;0;0;1;0;0
665014;1500102;Condutor;Lesões Leves;55;Masculino;0;1;0;0;0
665015;1500088;Condutor;Lesões Leves;20;Masculino;0;1;0;0;0
665016;1500241;Condutor;Lesões Graves;47;Masculino;0;0;1;0;0
665017;1500091;Condutor;Lesões Leves;51;Masculino;0;1;0;0;0
665017;1500092;Passageiro;Lesões Leves;38;Feminino;0;1;0;0;0
665017;1500094;Passageiro;Lesões Leves;51;Feminino;0;1;0;0;0
665017;1500095;Condutor;Ileso;37;Masculino;1;0;0;0;0
665018;1500093;Condutor;Lesões Graves;60;Masculino;0;0;1;0;0
665020;1500117;Condutor;Lesões Leves;57;Masculino;0;1;0;0;0
665020;1500118;Passageiro;Lesões Leves;58;Masculino;0;1;0;0;0
665022;1500269;Condutor;Ileso;28;Masculino;1;0;0;0;0
665023;1500210;Condutor;Ileso;46;Masculino;1;0;0;0;0
665023;1500211;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
665024;1500189;Condutor;Ileso;44;Masculino;1;0;0;0;0
665024;1500190;Condutor;Ileso;42;Masculino;1;0;0;0;0
665024;1500191;Passageiro;Lesões Graves;11;Masculino;0;0;1;0;0
665024;1500192;Passageiro;Ileso;38;Feminino;1;0;0;0;0
665024;1500193;Passageiro;Ileso;38;Feminino;1;0;0;0;0
665024;1500194;Passageiro;Ileso;15;Feminino;1;0;0;0;0
665025;1500221;Condutor;Lesões Leves;61;Masculino;0;1;0;0;0
665026;1500132;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
665027;1500125;Condutor;Lesões Leves;37;Masculino;0;1;0;0;0
665028;1500116;Condutor;Lesões Leves;34;Masculino;0;1;0;0;0
665029;1500350;Condutor;Lesões Leves;84;Masculino;0;1;0;0;0
665029;1500351;Condutor;Ileso;27;Masculino;1;0;0;0;0
665030;1500142;Pedestre;Lesões Graves;;Masculino;0;0;1;0;0
665030;1500609;Condutor;;;;0;0;0;0;1
665031;1500256;Condutor;Lesões Leves;37;Masculino;0;1;0;0;0
665032;1500133;Condutor;Ileso;22;Feminino;1;0;0;0;0
665032;1500134;Passageiro;Lesões Leves;30;Feminino;0;1;0;0;0
665032;1500135;Passageiro;Lesões Leves;23;Feminino;0;1;0;0;0
665032;1500960;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
665032;1500961;Passageiro;Lesões Leves;23;Feminino;0;1;0;0;0
665033;1500137;Condutor;;;;0;0;0;0;1
665033;1500150;Condutor;;;;0;0;0;0;1
665034;1500136;Condutor;;;;0;0;0;0;1
665035;1500146;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
665038;1500143;Condutor;Ileso;37;Masculino;1;0;0;0;0
665038;1502830;Condutor;;;;0;0;0;0;1
665038;1502835;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
665039;1500144;Condutor;Ileso;38;Masculino;1;0;0;0;0
665039;1500145;Condutor;Ileso;46;Masculino;1;0;0;0;0
665039;1500155;Passageiro;Ileso;25;Feminino;1;0;0;0;0
665040;1500147;Condutor;Lesões Leves;54;Masculino;0;1;0;0;0
665040;1500148;Condutor;Lesões Leves;65;Masculino;0;1;0;0;0
665040;1500239;Passageiro;Lesões Leves;53;Feminino;0;1;0;0;0
665040;1500240;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;0
665041;1500163;Condutor;Lesões Leves;39;Masculino;0;1;0;0;0
665042;1500167;Condutor;Lesões Graves;41;Feminino;0;0;1;0;0
665043;1500182;Condutor;Lesões Leves;50;Masculino;0;1;0;0;0
665044;1500173;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
665044;1500174;Condutor;Lesões Leves;38;Masculino;0;1;0;0;0
665045;1500235;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
665046;1500185;Condutor;Lesões Leves;73;Masculino;0;1;0;0;0
665046;1500188;Testemunha;;;;0;0;0;0;1
665047;1500212;Condutor;Ileso;36;Masculino;1;0;0;0;0
665048;1500250;Condutor;Óbito;36;Masculino;0;0;0;1;0
665048;1500251;Passageiro;Lesões Leves;37;Feminino;0;1;0;0;0
665049;1500175;Condutor;Ileso;45;Masculino;1;0;0;0;0
665049;1500176;Pedestre;Óbito;;Masculino;0;0;0;1;0
665049;1500177;Passageiro;Lesões Leves;37;Feminino;0;1;0;0;0
665049;1500178;Passageiro;Ileso;15;Masculino;1;0;0;0;0
665049;1500179;Passageiro;Ileso;13;Masculino;1;0;0;0;0
665050;1500180;Condutor;Lesões Leves;40;Feminino;0;1;0;0;0
665050;1500181;Passageiro;Ileso;40;Masculino;1;0;0;0;0
665051;1500323;Condutor;Ileso;53;Masculino;1;0;0;0;0
665051;1504045;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665052;1500183;Condutor;Lesões Graves;25;Masculino;0;0;1;0;0
665052;1500184;Condutor;Lesões Leves;45;;0;1;0;0;0
665053;1500186;Condutor;Lesões Leves;23;Masculino;0;1;0;0;0
665053;1500187;Passageiro;Lesões Leves;20;Feminino;0;1;0;0;0
665054;1500197;Condutor;Ileso;46;Masculino;1;0;0;0;0
665054;1500198;Condutor;;;;0;0;0;0;1
665055;1500195;Condutor;Lesões Leves;33;Masculino;0;1;0;0;0
665055;1500196;Passageiro;Lesões Leves;23;Feminino;0;1;0;0;0
665056;1500199;Condutor;Lesões Leves;68;Feminino;0;1;0;0;0
665056;1500200;Passageiro;Ileso;68;Masculino;1;0;0;0;0
665057;1500201;Condutor;Ileso;25;Masculino;1;0;0;0;0
665057;1500202;Passageiro;Lesões Leves;25;Masculino;0;1;0;0;0
665058;1500207;Condutor;Ileso;46;Masculino;1;0;0;0;0
665058;1500208;Condutor;Lesões Graves;24;Masculino;0;0;1;0;0
665058;1500209;Passageiro;Lesões Graves;23;Feminino;0;0;1;0;0
665059;1500205;Condutor;Ileso;43;Feminino;1;0;0;0;0
665060;1500203;Condutor;Lesões Leves;32;Masculino;0;1;0;0;0
665060;1500204;Passageiro;Lesões Leves;30;Masculino;0;1;0;0;0
665061;1500206;Condutor;Ileso;40;Masculino;1;0;0;0;0
665062;1500215;Condutor;Ileso;56;Masculino;1;0;0;0;0
665062;1500216;Passageiro;Ileso;13;Masculino;1;0;0;0;0
665062;1500217;Passageiro;Ileso;37;Feminino;1;0;0;0;0
665062;1500218;Passageiro;Lesões Leves;71;Feminino;0;1;0;0;0
665063;1500223;Condutor;Ileso;50;Masculino;1;0;0;0;0
665063;1501728;Condutor;Ileso;46;Masculino;1;0;0;0;0
665064;1500213;Condutor;Ileso;37;Masculino;1;0;0;0;0
665064;1500214;Condutor;;;;0;0;0;0;1
665066;1500219;Condutor;Ileso;55;Masculino;1;0;0;0;0
665067;1500234;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
665068;1500230;Condutor;Ileso;29;Masculino;1;0;0;0;0
665068;1500231;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
665069;1500227;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
665069;1500228;Passageiro;Ileso;22;Masculino;1;0;0;0;0
665071;1500247;Condutor;Ileso;60;Masculino;1;0;0;0;0
665071;1501749;Condutor;Lesões Graves;40;Masculino;0;0;1;0;0
665072;1500257;Condutor;;;;0;0;0;0;1
665074;1501307;Condutor;Ileso;55;Masculino;1;0;0;0;0
665074;1501308;Passageiro;Ileso;47;Masculino;1;0;0;0;0
665074;1501310;Passageiro;Ileso;35;Masculino;1;0;0;0;0
665074;1501313;Condutor;Ileso;49;Masculino;1;0;0;0;0
665074;1501332;Passageiro;Ileso;47;Feminino;1;0;0;0;0
665074;1501340;Condutor;Lesões Leves;53;Masculino;0;1;0;0;0
665074;1501341;Passageiro;Ileso;23;Feminino;1;0;0;0;0
665074;1501420;Passageiro;Ileso;4;Masculino;1;0;0;0;0
665075;1500261;Condutor;Lesões Leves;21;Masculino;0;1;0;0;0
665076;1500267;Condutor;Ileso;34;Masculino;1;0;0;0;0
665076;1502053;Passageiro;Ileso;20;Feminino;1;0;0;0;0
665076;1502054;Passageiro;Ileso;;Masculino;1;0;0;0;0
665076;1502055;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
665077;1500242;Condutor;Lesões Leves;37;Masculino;0;1;0;0;0
665077;1500302;Passageiro;Lesões Leves;13;Feminino;0;1;0;0;0
665078;1500249;Condutor;Ileso;35;Masculino;1;0;0;0;0
665078;1500252;Pedestre;Lesões Graves;69;Feminino;0;0;1;0;0
665078;1500253;Testemunha;;;;0;0;0;0;1
665079;1500268;Condutor;;;;0;0;0;0;1
665079;1500270;Condutor;Lesões Graves;57;Masculino;0;0;1;0;0
665080;1500245;Condutor;Ileso;50;Masculino;1;0;0;0;0
665080;1500246;Passageiro;Lesões Leves;58;Feminino;0;1;0;0;0
665081;1500272;Condutor;Ileso;48;Masculino;1;0;0;0;0
665082;1500243;Condutor;Ileso;25;Masculino;1;0;0;0;0
665082;1500244;Passageiro;Lesões Leves;22;Feminino;0;1;0;0;0
665084;1500260;Condutor;Lesões Leves;30;Masculino;0;1;0;0;0
665084;1504889;Condutor;;;;0;0;0;0;1
665085;1500277;Condutor;Ileso;28;Masculino;1;0;0;0;0
665085;1500278;Condutor;Lesões Leves;21;Masculino;0;1;0;0;0
665085;1500281;Passageiro;Lesões Leves;22;Masculino;0;1;0;0;0
665086;1500327;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665087;1500296;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
665088;1500280;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
665088;1500282;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;0
665089;1500299;Condutor;;;;0;0;0;0;1
665089;1500346;Condutor;Ileso;43;Masculino;1;0;0;0;0
665090;1500316;Condutor;Lesões Leves;49;Masculino;0;1;0;0;0
665092;1500782;Condutor;Ileso;49;Masculino;1;0;0;0;0
665092;1501916;Condutor;Ileso;23;Masculino;1;0;0;0;0
665092;1501923;Passageiro;Ileso;44;Feminino;1;0;0;0;0
665093;1500384;Condutor;Lesões Graves;31;Masculino;0;0;1;0;0
665093;1501424;Passageiro;Lesões Leves;45;Feminino;0;1;0;0;0
665093;1501425;Passageiro;Lesões Leves;26;Masculino;0;1;0;0;0
665093;1501426;Passageiro;Lesões Leves;20;Feminino;0;1;0;0;0
665094;1500314;Condutor;Ileso;38;Masculino;1;0;0;0;0
665094;1500315;Condutor;Lesões Leves;32;Feminino;0;1;0;0;0
665095;1500397;Condutor;Ileso;64;Masculino;1;0;0;0;0
665095;1500398;Passageiro;Ileso;10;Masculino;1;0;0;0;0
665095;1500399;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
665095;1500401;Passageiro;Ileso;45;Masculino;1;0;0;0;0
665096;1500417;Condutor;Lesões Leves;42;Feminino;0;1;0;0;0
665097;1500579;Condutor;Ileso;45;Masculino;1;0;0;0;0
665097;1500581;Condutor;Lesões Graves;28;Masculino;0;0;1;0;0
665098;1500372;Condutor;Lesões Leves;26;Feminino;0;1;0;0;0
665099;1500519;Condutor;Lesões Leves;33;Masculino;0;1;0;0;0
665099;1500522;Passageiro;Lesões Leves;5;Masculino;0;1;0;0;0
665100;1500374;Condutor;Lesões Leves;23;Masculino;0;1;0;0;0
665101;1500359;Condutor;Lesões Leves;62;Masculino;0;1;0;0;0
665101;1500360;Condutor;Lesões Leves;55;Masculino;0;1;0;0;0
665101;1500363;Passageiro;Lesões Leves;60;Feminino;0;1;0;0;0
665101;1500365;Passageiro;Lesões Graves;9;Masculino;0;0;1;0;0
665101;1500367;Passageiro;Lesões Graves;4;Masculino;0;0;1;0;0
665102;1500339;Condutor;Ileso;37;Masculino;1;0;0;0;0
665102;1500414;Condutor;Ileso;39;Masculino;1;0;0;0;0
665102;1500416;Passageiro;Lesões Leves;33;Feminino;0;1;0;0;0
665103;1500395;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665103;1500396;Passageiro;Lesões Leves;26;Feminino;0;1;0;0;0
665104;1500377;Condutor;Ileso;35;Masculino;1;0;0;0;0
665104;1500378;Condutor;Lesões Leves;19;Masculino;0;1;0;0;0
665105;1500557;Condutor;Lesões Leves;32;Feminino;0;1;0;0;0
665105;1500604;Condutor;Ileso;68;Masculino;1;0;0;0;0
665106;1500322;Condutor;Ileso;21;Feminino;1;0;0;0;0
665107;1500320;Condutor;Lesões Leves;63;Masculino;0;1;0;0;0
665107;1500321;Passageiro;Lesões Leves;65;Feminino;0;1;0;0;0
665108;1500328;Condutor;Lesões Leves;39;Feminino;0;1;0;0;0
665108;1500329;Condutor;Ileso;22;Feminino;1;0;0;0;0
665109;1500335;Condutor;Ileso;24;Masculino;1;0;0;0;0
665109;1500336;Passageiro;Lesões Leves;27;Feminino;0;1;0;0;0
665110;1500324;Condutor;Lesões Leves;40;Masculino;0;1;0;0;0
665111;1500385;Condutor;Lesões Leves;45;Feminino;0;1;0;0;0
665111;1500386;Condutor;Lesões Leves;44;Masculino;0;1;0;0;0
665112;1500331;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
665113;1500584;Condutor;Ileso;58;Masculino;1;0;0;0;0
665113;1500585;Condutor;Lesões Leves;74;Masculino;0;1;0;0;0
665114;1500333;Condutor;Lesões Leves;36;Masculino;0;1;0;0;0
665114;1500334;Condutor;Ileso;65;Masculino;1;0;0;0;0
665115;1500347;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
665115;1500348;Passageiro;Lesões Leves;63;Feminino;0;1;0;0;0
665116;1500357;Condutor;Lesões Leves;31;Masculino;0;1;0;0;0
665117;1500355;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
665117;1500356;Condutor;;;;0;0;0;0;1
665120;1500567;Condutor;Ileso;30;Masculino;1;0;0;0;0
665120;1500569;Condutor;Ileso;38;Masculino;1;0;0;0;0
665120;1500574;Passageiro;Lesões Graves;58;Feminino;0;0;1;0;0
665120;1500576;Passageiro;Lesões Graves;56;Feminino;0;0;1;0;0
665120;1500582;Passageiro;Lesões Leves;45;Masculino;0;1;0;0;0
665120;1500583;Passageiro;Lesões Leves;15;Masculino;0;1;0;0;0
665121;1500402;Condutor;Ileso;49;Masculino;1;0;0;0;0
665121;1500403;Passageiro;Lesões Leves;41;Feminino;0;1;0;0;0
665122;1500362;Condutor;Lesões Leves;32;Masculino;0;1;0;0;0
665122;1500366;Condutor;Lesões Graves;50;Masculino;0;0;1;0;0
665123;1500358;Condutor;Lesões Graves;47;Feminino;0;0;1;0;0
665123;1502481;Passageiro;Lesões Leves;;Feminino;0;1;0;0;0
665123;1502484;Passageiro;Lesões Leves;40;Feminino;0;1;0;0;0
665124;1500368;Condutor;Ileso;24;Feminino;1;0;0;0;0
665124;1500369;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
665125;1500442;Condutor;Lesões Graves;29;Masculino;0;0;1;0;0
665126;1500381;Condutor;Lesões Leves;42;Masculino;0;1;0;0;0
665127;1500440;Condutor;Ileso;33;Masculino;1;0;0;0;0
665127;1500441;Condutor;Lesões Leves;42;Masculino;0;1;0;0;0
665128;1500408;Condutor;Ileso;66;Masculino;1;0;0;0;0
665128;1500409;Condutor;Lesões Leves;24;Masculino;0;1;0;0;0
665128;1500410;Condutor;Ileso;61;Masculino;1;0;0;0;0
665128;1500415;Passageiro;Ileso;53;Feminino;1;0;0;0;0
665129;1500375;Condutor;Ileso;33;Masculino;1;0;0;0;0
665129;1500376;Passageiro;Ileso;25;Feminino;1;0;0;0;0
665130;1500380;Condutor;Lesões Leves;24;Masculino;0;1;0;0;0
665130;1500382;Condutor;Ileso;36;Masculino;1;0;0;0;0
665131;1500406;Condutor;Ileso;29;Masculino;1;0;0;0;0
665131;1500407;Passageiro;Lesões Leves;37;Masculino;0;1;0;0;0
665132;1500389;Condutor;Lesões Graves;45;Masculino;0;0;1;0;0
665132;1500390;Condutor;Ileso;35;Masculino;1;0;0;0;0
665133;1500428;Condutor;Lesões Leves;41;Masculino;0;1;0;0;0
665133;1500453;Testemunha;;;;0;0;0;0;1
665133;1500454;Testemunha;;;;0;0;0;0;1
665134;1500471;Condutor;Lesões Leves;32;Masculino;0;1;0;0;0
665135;1500391;Condutor;Lesões Leves;35;Masculino;0;1;0;0;0
665135;1500392;Passageiro;Lesões Leves;21;Masculino;0;1;0;0;0
665136;1500449;Condutor;Ileso;68;Masculino;1;0;0;0;0
665136;1500450;Condutor;Lesões Leves;24;Masculino;0;1;0;0;0
665137;1500393;Condutor;;;;0;0;0;0;1
665137;1500394;Pedestre;Lesões Graves;35;Masculino;0;0;1;0;0
665138;1500400;Condutor;Ileso;58;Feminino;1;0;0;0;0
665138;1500404;Passageiro;Ileso;71;Feminino;1;0;0;0;0
665138;1500405;Passageiro;Lesões Leves;21;Feminino;0;1;0;0;0
665139;1500586;Condutor;Lesões Leves;44;Masculino;0;1;0;0;0
665139;1500587;Condutor;Ileso;55;Masculino;1;0;0;0;0
665140;1500578;Condutor;;;;0;0;0;0;1
665140;1500580;Condutor;Lesões Graves;27;Masculino;0;0;1;0;0
665141;1500498;Condutor;Ileso;37;Masculino;1;0;0;0;0
665141;1500499;Passageiro;Lesões Graves;33;Feminino;0;0;1;0;0
665141;1500500;Passageiro;Lesões Leves;4;Masculino;0;1;0;0;0
665141;1500505;Passageiro;Lesões Leves;1;Feminino;0;1;0;0;0
665142;1500980;Condutor;Lesões Leves;29;Masculino;0;1;0;0;0
665142;1500981;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
665143;1500472;Condutor;Ileso;46;Masculino;1;0;0;0;0
665143;1500473;Condutor;Óbito;62;Masculino;0;0;0;1;0
665144;1500502;Condutor;Ileso;39;Masculino;1;0;0;0;0
665144;1500503;Condutor;Lesões Leves;53;Masculino;0;1;0;0;0
665144;1500504;Passageiro;Lesões Leves;37;Feminino;0;1;0;0;0
665145;1500418;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
665146;1500536;Condutor;Lesões Graves;48;Masculino;0;0;1;0;0
665146;1500538;Condutor;Lesões Leves;16;Masculino;0;1;0;0;0
665147;1500419;Condutor;Lesões Leves;48;Masculino;0;1;0;0;0
665147;1500420;Condutor;Ileso;55;Masculino;1;0;0;0;0
665147;1500421;Condutor;Ileso;39;Masculino;1;0;0;0;0
665147;1500422;Passageiro;Ileso;35;Feminino;1;0;0;0;0
665147;1500423;Passageiro;Ileso;5;Masculino;1;0;0;0;0
665147;1500431;Passageiro;Lesões Graves;41;Feminino;0;0;1;0;0
665147;1500433;Passageiro;Lesões Graves;10;Feminino;0;0;1;0;0
665148;1500544;Condutor;Ileso;44;Feminino;1;0;0;0;0
665148;1500545;Passageiro;Ileso;2;Masculino;1;0;0;0;0
665148;1500546;Condutor;Lesões Graves;30;Masculino;0;0;1;0;0
665149;1500461;Condutor;Lesões Leves;23;Masculino;0;1;0;0;0
665149;1500464;Condutor;Ileso;29;Masculino;1;0;0;0;0
665149;1500467;Passageiro;Ileso;19;Masculino;1;0;0;0;0
665150;1500488;Condutor;Ileso;33;Masculino;1;0;0;0;0
665150;1500490;Condutor;Ileso;43;Masculino;1;0;0;0;0
665151;1500436;Condutor;Lesões Leves;23;Feminino;0;1;0;0;0
665151;1500438;Condutor;Ileso;21;Feminino;1;0;0;0;0
665151;1500476;Passageiro;Ileso;21;Feminino;1;0;0;0;0
665151;1500477;Passageiro;Ileso;21;Feminino;1;0;0;0;0
665151;1500478;Passageiro;Ileso;21;Masculino;1;0;0;0;0
665151;1500480;Passageiro;Lesões Leves;24;Feminino;0;1;0;0;0
665152;1500529;Condutor;Ileso;47;Masculino;1;0;0;0;0
665152;1501164;Condutor;Lesões Leves;46;Masculino;0;1;0;0;0
665152;1501165;Passageiro;Ileso;9;Feminino;1;0;0;0;0
665152;1501166;Passageiro;Ileso;45;Feminino;1;0;0;0;0
665152;1501167;Condutor;Ileso;47;Feminino;1;0;0;0;0
665152;1501186;Condutor;Ileso;36;Masculino;1;0;0;0;0
665152;1501191;Condutor;Ileso;44;Masculino;1;0;0;0;0
665153;1500496;Condutor;Ileso;37;Masculino;1;0;0;0;0
665153;1500497;Condutor;Ileso;40;Masculino;1;0;0;0;0
665153;1500508;Passageiro;Lesões Graves;29;Feminino;0;0;1;0;0
665153;1500509;Passageiro;Lesões Leves;2;Masculino;0;1;0;0;0
665154;1500448;Pedestre;Lesões Leves;37;Masculino;0;1;0;0;0
665154;1500456;Condutor;;;;0;0;0;0;1
665155;1500561;Condutor;Ileso;48;Feminino;1;0;0;0;0
665155;1500562;Passageiro;Ileso;12;Feminino;1;0;0;0;0
665155;1500563;Passageiro;Lesões Leves;15;Feminino;0;1;0;0;0
665155;1500564;Condutor;Ileso;21;Masculino;1;0;0;0;0
665155;1500565;Passageiro;Ileso;24;Feminino;1;0;0;0;0
665156;1500520;Condutor;Lesões Leves;54;Masculino;0;1;0;0;0
665156;1500521;Condutor;Ileso;55;Masculino;1;0;0;0;0
665156;1500523;Condutor;Ileso;34;Masculino;1;0;0;0;0
665157;1500424;Condutor;Lesões Leves;40;Masculino;0;1;0;0;0
665157;1500425;Condutor;Ileso;28;Masculino;1;0;0;0;0
665158;1500427;Condutor;Lesões Leves;41;Masculino;0;1;0;0;0
665159;1500506;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
665159;1500507;Passageiro;Lesões Leves;19;Feminino;0;1;0;0;0
665160;1500426;Condutor;Lesões Leves;26;Masculino;0;1;0;0;0
665161;1500447;Condutor;Lesões Leves;30;Feminino;0;1;0;0;0
665162;1500430;Condutor;Lesões Graves;35;Masculino;0;0;1;0;0
665162;1500432;Condutor;Lesões Graves;35;Masculino;0;0;1;0;0
665164;1500969;Condutor;Lesões Leves;22;Masculino;0;1;0;0;0
665165;1500455;Condutor;Lesões Leves;28;Masculino;0;1;0;0;0
665165;1500457;Condutor;Lesões Leves;52;Masculino;0;1;0;0;0
665166;1500492;Condutor;Lesões Leves;28;Feminino;0;1;0;0;0
665167;1500458;Condutor;Ileso;37;Masculino;1;0;0;0;0
665167;1500459;Condutor;Lesões Leves;64;Masculino;0;1;0;0;0
665168;1500434;Passageiro;Lesões Leves;37;Feminino;0;1;0;0;0
665168;1500435;Condutor;Lesões Leves;27;Masculino;0;1;0;0;0
665169;1500619;Condutor;Ileso;23;Feminino;1;0;0;0;0
665169;1500620;Condutor;Ileso;25;Feminino;1;0;0;0;0
665169;1500621;Condutor;Ileso;29;Masculino;1;0;0;0;0
665170;1500465;Condutor;Lesões Leves;24;Masculino;0;1;0;0;0
665170;1500466;Passageiro;Lesões Leves;19;Feminino;0;1;0;0;0
665171;1500483;Condutor;Lesões Graves;49;Masculino;0;0;1;0;0
665171;1500484;Passageiro;Óbito;39;Feminino;0;0;0;1;0
665171;1500485;Condutor;Ileso;41;Masculino;1;0;0;0;0
665171;1500537;Condutor;;;;0;0;0;0;1
665172;1500612;Condutor;Ileso;30;Masculino;1;0;0;0;0
665172;1500613;Condutor;Lesões Leves;39;Masculino;0;1;0;0;0
665172;1502459;Passageiro;Lesões Leves;36;Feminino;0;1;0;0;0
665173;1500439;Condutor;Lesões Leves;40;Masculino;0;1;0;0;0
665173;1500451;Condutor;Ileso;55;Feminino;1;0;0;0;0
665174;1500622;Condutor;Lesões Leves;65;Masculino;0;1;0;0;0
665174;1500623;Passageiro;Lesões Graves;56;Feminino;0;0;1;0;0
665174;1500624;Passageiro;Lesões Leves;63;Masculino;0;1;0;0;0
665174;1500626;Condutor;Lesões Graves;42;Masculino;0;0;1;0;0
665174;1500627;Passageiro;Lesões Leves;39;Feminino;0;1;0;0;0
665175;1500494;Condutor;Lesões Leves;20;Masculino;0;1;0;0;0
665175;1500495;Condutor;Lesões Leves;20;Masculino;0;1;0;0;0
665176;1500443;Condutor;Lesões Leves;49;Masculino;0;1;0;0;0
665176;1500444;Passageiro;Lesões Leves;49;Feminino;0;1;0;0;0
665176;1500445;Condutor;Lesões Leves;25;Masculino;0;1;0;0;0
665176;1500446;Passageiro;Lesões Leves;23;Masculino;0;1;0;0;0
665177;1500696;Condutor;Lesões Leves;32;Feminino;0;1;0;0;0
665177;1500697;Passageiro;Lesões Leves;23;Masculino;0;1;0;0;0
665178;1500721;Condutor;Lesões Leves;54;Feminino;0;1;0;0;0
665178;1500722;Passageiro;Lesões Leves;29;Masculino;0;1;0;0;0
665179;1500615;Condutor;Lesões Graves;48;Masculino;0;0;1;0;0
665179;1500616;Condutor;Ileso;64;Masculino;1;0;0;0;0
665179;1501417;Passageiro;Lesões Graves;45;Feminino;0;0;1;0;0
665179;1501419;Passageiro;Lesões Graves;6;Masculino;0;0;1;0;0
665179;1501421;Passageiro;Lesões Graves;60;Feminino;0;0;1;0;0
665179;1501422;Passageiro;Lesões Graves;13;Feminino;0;0;1;0;0
665180;1501462;Condutor;Ileso;38;Masculino;1;0;0;0;0
665180;1502010;Passageiro;Ileso;43;Masculino;1;0;0;0;0
665181;1500460;Condutor;Ileso;32;Masculino;1;0;0;0;0
665181;1500462;Condutor;Ileso;47;Masculino;1;0;0;0;0
665181;1500463;Passageiro;Lesões Leves;61;Feminino;0;1;0;0;0
665182;1500568;Condutor;Lesões Leves;79;Masculino;0;1;0;0;0
665182;1500570;Condutor;Ileso;31;Feminino;1;0;0;0;0
665182;1500571;Passageiro;Ileso;37;Masculino;1;0;0;0;0
665182;1500572;Passageiro;Lesões Leves;2;Masculino;0;1;0;0;0
665182;1500573;Passageiro;Ileso;;Masculino;1;0;0;0;0
665183;1500735;Condutor;Lesões Leves;32;Masculino;0;1;0;0;0
665183;1500738;Passageiro;Lesões Leves;32;Masculino;0;1;0;0;0
665183;1500739;Condutor;Ileso;50;Masculino;1;0;0;0;0
665184;1500547;Condutor;Ileso;54;Masculino;1;0;0;0;0
665184;1500548;Condutor;Ileso;33;Masculino;1;0;0;0;0
665184;1500550;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;0
665185;1500474;Condutor;Ileso;58;Masculino;1;0;0;0;0
665185;1500493;Condutor;Ileso;26;Masculino;1;0;0;0;0
